no,target,t,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,mood,screen,sms
962,8,0,2.258221920541767,2158.2469999999994,3796.9800000000005,5933.356,,226.119,,418.095,1301.4679999999998,130.664,90.64500000000001,77.39999999999999,,,-1.0,1.0,7.5,14133.542001485817,
962,8,1,4.486349206349207,18136.644000000015,3989.128000000001,4088.948,,,11.033,370.916,1518.162,,397.618,,7.026,2.0,-1.2,1.0,7.8,12684.299000740062,
962,8,2,1.2608118646519644,1340.8460000000005,1761.2150000000001,5804.6,,,,256.342,956.505,,,19.108,23.033,1.0,-1.0,1.0,7.8,12210.01900005341,
962,8,3,2.8514635753128674,3744.8980000000015,2819.1790000000015,4333.0599999999995,207.011,1069.191,5.184,211.68900000000002,2238.8140000000003,77.396,7.083,45.295,,2.0,-1.0,1.0,8.0,13116.36799883843,2.0
963,8,0,4.486349206349207,18136.644000000015,3989.128000000001,4088.948,,,11.033,370.916,1518.162,,397.618,,7.026,2.0,-1.2,1.0,7.8,12684.299000740062,
963,8,1,1.2608118646519644,1340.8460000000005,1761.2150000000001,5804.6,,,,256.342,956.505,,,19.108,23.033,1.0,-1.0,1.0,7.8,12210.01900005341,
963,8,2,2.8514635753128674,3744.8980000000015,2819.1790000000015,4333.0599999999995,207.011,1069.191,5.184,211.68900000000002,2238.8140000000003,77.396,7.083,45.295,,2.0,-1.0,1.0,8.0,13116.36799883843,2.0
963,8,3,2.564948114408028,2142.6420000000003,6910.946000000001,2525.1220000000003,42.245999999999995,644.11,,384.04999999999995,1227.023,129.679,364.883,88.487,,,-1.0,1.0,8.0,14698.667999029169,1.0
964,8,0,1.2608118646519644,1340.8460000000005,1761.2150000000001,5804.6,,,,256.342,956.505,,,19.108,23.033,1.0,-1.0,1.0,7.8,12210.01900005341,
964,8,1,2.8514635753128674,3744.8980000000015,2819.1790000000015,4333.0599999999995,207.011,1069.191,5.184,211.68900000000002,2238.8140000000003,77.396,7.083,45.295,,2.0,-1.0,1.0,8.0,13116.36799883843,2.0
964,8,2,2.564948114408028,2142.6420000000003,6910.946000000001,2525.1220000000003,42.245999999999995,644.11,,384.04999999999995,1227.023,129.679,364.883,88.487,,,-1.0,1.0,8.0,14698.667999029169,1.0
964,8,3,2.738419844626938,4951.131999999997,5065.754999999999,2754.2619999999997,,,5.021,254.92700000000002,1821.866,142.656,251.98699999999997,102.61399999999999,,6.0,-1.2,1.0,7.8,13110.468000888823,
965,8,0,2.8514635753128674,3744.8980000000015,2819.1790000000015,4333.0599999999995,207.011,1069.191,5.184,211.68900000000002,2238.8140000000003,77.396,7.083,45.295,,2.0,-1.0,1.0,8.0,13116.36799883843,2.0
965,8,1,2.564948114408028,2142.6420000000003,6910.946000000001,2525.1220000000003,42.245999999999995,644.11,,384.04999999999995,1227.023,129.679,364.883,88.487,,,-1.0,1.0,8.0,14698.667999029169,1.0
965,8,2,2.738419844626938,4951.131999999997,5065.754999999999,2754.2619999999997,,,5.021,254.92700000000002,1821.866,142.656,251.98699999999997,102.61399999999999,,6.0,-1.2,1.0,7.8,13110.468000888823,
965,8,3,2.9357980317395933,2410.5479999999993,6134.198999999997,3020.1360000000004,,597.437,,1100.8820000000003,1567.517,239.65499999999997,109.5,47.589999999999996,,3.0,-1.0,1.0,8.2,16552.013000965115,
966,8,0,2.564948114408028,2142.6420000000003,6910.946000000001,2525.1220000000003,42.245999999999995,644.11,,384.04999999999995,1227.023,129.679,364.883,88.487,,,-1.0,1.0,8.0,14698.667999029169,1.0
966,8,1,2.738419844626938,4951.131999999997,5065.754999999999,2754.2619999999997,,,5.021,254.92700000000002,1821.866,142.656,251.98699999999997,102.61399999999999,,6.0,-1.2,1.0,7.8,13110.468000888823,
966,8,2,2.9357980317395933,2410.5479999999993,6134.198999999997,3020.1360000000004,,597.437,,1100.8820000000003,1567.517,239.65499999999997,109.5,47.589999999999996,,3.0,-1.0,1.0,8.2,16552.013000965115,
966,8,3,2.4457807516408625,1304.992,6586.020000000001,7085.824999999999,132.001,178.118,,70.281,1737.9640000000002,171.87300000000002,11.042,123.998,,2.0,-1.0,1.0,8.0,17277.606999158852,
967,8,0,2.738419844626938,4951.131999999997,5065.754999999999,2754.2619999999997,,,5.021,254.92700000000002,1821.866,142.656,251.98699999999997,102.61399999999999,,6.0,-1.2,1.0,7.8,13110.468000888823,
967,8,1,2.9357980317395933,2410.5479999999993,6134.198999999997,3020.1360000000004,,597.437,,1100.8820000000003,1567.517,239.65499999999997,109.5,47.589999999999996,,3.0,-1.0,1.0,8.2,16552.013000965115,
967,8,2,2.4457807516408625,1304.992,6586.020000000001,7085.824999999999,132.001,178.118,,70.281,1737.9640000000002,171.87300000000002,11.042,123.998,,2.0,-1.0,1.0,8.0,17277.606999158852,
967,8,3,2.183679966044142,403.8909999999999,1055.244,2766.216,,26.189,,85.76199999999999,1145.894,,,9.033,,3.0,-1.2,1.0,7.8,5492.017999887466,
968,7,0,5.635608420117744,1483.2839999999999,1084.3759999999997,166.21999999999997,58.169,,,87.49800000000002,289.00300000000004,,,142.03699999999998,,1.0,0.0,0.6666666666666666,6.666666666666667,13322.02599930763,
968,7,1,4.5885381021095295,504.7300000000001,886.2999999999997,126.547,19.074,,,161.8,76.273,,,60.230000000000004,,3.0,0.6,1.0,6.6,13373.792999744415,
968,7,2,3.2112972112428637,595.4149999999997,133.879,176.80999999999997,,,,9.051,213.823,,,208.449,,2.0,0.4,0.4,6.8,2560.0580003261543,
968,7,3,5.836856609541774,1474.7089999999994,712.1569999999999,211.67799999999997,2.034,,331.018,135.78300000000002,,51.254000000000005,,124.52000000000001,,5.0,0.8,0.6,7.4,5775.230000257488,
969,7,0,4.5885381021095295,504.7300000000001,886.2999999999997,126.547,19.074,,,161.8,76.273,,,60.230000000000004,,3.0,0.6,1.0,6.6,13373.792999744415,
969,7,1,3.2112972112428637,595.4149999999997,133.879,176.80999999999997,,,,9.051,213.823,,,208.449,,2.0,0.4,0.4,6.8,2560.0580003261543,
969,7,2,5.836856609541774,1474.7089999999994,712.1569999999999,211.67799999999997,2.034,,331.018,135.78300000000002,,51.254000000000005,,124.52000000000001,,5.0,0.8,0.6,7.4,5775.230000257488,
969,7,3,3.5167402839828656,1924.4170000000006,842.5269999999999,145.75900000000001,54.044999999999995,,,46.382999999999996,17.041,,,40.253,,1.0,0.0,0.2,6.6,7647.479999542233,1.0
970,7,0,3.2112972112428637,595.4149999999997,133.879,176.80999999999997,,,,9.051,213.823,,,208.449,,2.0,0.4,0.4,6.8,2560.0580003261543,
970,7,1,5.836856609541774,1474.7089999999994,712.1569999999999,211.67799999999997,2.034,,331.018,135.78300000000002,,51.254000000000005,,124.52000000000001,,5.0,0.8,0.6,7.4,5775.230000257488,
970,7,2,3.5167402839828656,1924.4170000000006,842.5269999999999,145.75900000000001,54.044999999999995,,,46.382999999999996,17.041,,,40.253,,1.0,0.0,0.2,6.6,7647.479999542233,1.0
970,7,3,3.527290341111801,880.1839999999999,834.1930000000001,44.18899999999999,36.157,,,11.035,60.230000000000004,,,,,1.0,0.2,0.2,6.6,5538.424000501636,2.0
971,7,0,5.836856609541774,1474.7089999999994,712.1569999999999,211.67799999999997,2.034,,331.018,135.78300000000002,,51.254000000000005,,124.52000000000001,,5.0,0.8,0.6,7.4,5775.230000257488,
971,7,1,3.5167402839828656,1924.4170000000006,842.5269999999999,145.75900000000001,54.044999999999995,,,46.382999999999996,17.041,,,40.253,,1.0,0.0,0.2,6.6,7647.479999542233,1.0
971,7,2,3.527290341111801,880.1839999999999,834.1930000000001,44.18899999999999,36.157,,,11.035,60.230000000000004,,,,,1.0,0.2,0.2,6.6,5538.424000501636,2.0
971,7,3,3.148124201234285,1419.496,936.97,287.21599999999995,64.352,,24.468,253.56099999999998,308.82599999999996,,,117.86999999999999,,1.0,0.6,0.6,7.0,3232.7069988250737,
972,7,0,3.5167402839828656,1924.4170000000006,842.5269999999999,145.75900000000001,54.044999999999995,,,46.382999999999996,17.041,,,40.253,,1.0,0.0,0.2,6.6,7647.479999542233,1.0
972,7,1,3.527290341111801,880.1839999999999,834.1930000000001,44.18899999999999,36.157,,,11.035,60.230000000000004,,,,,1.0,0.2,0.2,6.6,5538.424000501636,2.0
972,7,2,3.148124201234285,1419.496,936.97,287.21599999999995,64.352,,24.468,253.56099999999998,308.82599999999996,,,117.86999999999999,,1.0,0.6,0.6,7.0,3232.7069988250737,
972,7,3,5.052188697318009,1222.3209999999992,2335.3819999999996,237.66199999999998,27.095,,12.306000000000001,71.124,229.70100000000002,,,63.329,,1.0,0.2,0.6,7.0,3999.7529993057256,
973,8,0,3.527290341111801,880.1839999999999,834.1930000000001,44.18899999999999,36.157,,,11.035,60.230000000000004,,,,,1.0,0.2,0.2,6.6,5538.424000501636,2.0
973,8,1,3.148124201234285,1419.496,936.97,287.21599999999995,64.352,,24.468,253.56099999999998,308.82599999999996,,,117.86999999999999,,1.0,0.6,0.6,7.0,3232.7069988250737,
973,8,2,5.052188697318009,1222.3209999999992,2335.3819999999996,237.66199999999998,27.095,,12.306000000000001,71.124,229.70100000000002,,,63.329,,1.0,0.2,0.6,7.0,3999.7529993057256,
973,8,3,4.63072815829934,2224.8759999999997,4567.727999999997,159.044,,,71.53399999999999,62.44,304.78299999999996,,,398.533,,2.0,0.4,0.6,7.2,13377.150998592371,3.0
974,7,0,3.148124201234285,1419.496,936.97,287.21599999999995,64.352,,24.468,253.56099999999998,308.82599999999996,,,117.86999999999999,,1.0,0.6,0.6,7.0,3232.7069988250737,
974,7,1,5.052188697318009,1222.3209999999992,2335.3819999999996,237.66199999999998,27.095,,12.306000000000001,71.124,229.70100000000002,,,63.329,,1.0,0.2,0.6,7.0,3999.7529993057256,
974,7,2,4.63072815829934,2224.8759999999997,4567.727999999997,159.044,,,71.53399999999999,62.44,304.78299999999996,,,398.533,,2.0,0.4,0.6,7.2,13377.150998592371,3.0
974,7,3,6.53872180156928,6474.308000000001,5472.479,161.51500000000001,158.53599999999997,,191.393,87.55699999999999,321.426,,,946.1750000000001,,10.0,0.6,1.2,7.8,13752.386998891827,2.0
975,7,0,5.052188697318009,1222.3209999999992,2335.3819999999996,237.66199999999998,27.095,,12.306000000000001,71.124,229.70100000000002,,,63.329,,1.0,0.2,0.6,7.0,3999.7529993057256,
975,7,1,4.63072815829934,2224.8759999999997,4567.727999999997,159.044,,,71.53399999999999,62.44,304.78299999999996,,,398.533,,2.0,0.4,0.6,7.2,13377.150998592371,3.0
975,7,2,6.53872180156928,6474.308000000001,5472.479,161.51500000000001,158.53599999999997,,191.393,87.55699999999999,321.426,,,946.1750000000001,,10.0,0.6,1.2,7.8,13752.386998891827,2.0
975,7,3,4.6414123779446355,694.3219999999999,1512.6009999999999,,32.255,,22.069000000000003,9.031,21.097,,,,,5.0,0.6,0.8,7.0,8203.07899999619,
976,6,0,4.63072815829934,2224.8759999999997,4567.727999999997,159.044,,,71.53399999999999,62.44,304.78299999999996,,,398.533,,2.0,0.4,0.6,7.2,13377.150998592371,3.0
976,6,1,6.53872180156928,6474.308000000001,5472.479,161.51500000000001,158.53599999999997,,191.393,87.55699999999999,321.426,,,946.1750000000001,,10.0,0.6,1.2,7.8,13752.386998891827,2.0
976,6,2,4.6414123779446355,694.3219999999999,1512.6009999999999,,32.255,,22.069000000000003,9.031,21.097,,,,,5.0,0.6,0.8,7.0,8203.07899999619,
976,6,3,7.864665628535566,1577.087000000001,384.14599999999996,467.03500000000014,,,14.316,63.173,30.151,,,204.96300000000002,,5.0,-0.6,1.0,6.8,8277.773000240326,1.0
977,7,0,6.53872180156928,6474.308000000001,5472.479,161.51500000000001,158.53599999999997,,191.393,87.55699999999999,321.426,,,946.1750000000001,,10.0,0.6,1.2,7.8,13752.386998891827,2.0
977,7,1,4.6414123779446355,694.3219999999999,1512.6009999999999,,32.255,,22.069000000000003,9.031,21.097,,,,,5.0,0.6,0.8,7.0,8203.07899999619,
977,7,2,7.864665628535566,1577.087000000001,384.14599999999996,467.03500000000014,,,14.316,63.173,30.151,,,204.96300000000002,,5.0,-0.6,1.0,6.8,8277.773000240326,1.0
977,7,3,2.6848703212496323,1634.576,1712.0120000000004,194.87800000000001,6.018,,11.328,204.19,500.7019999999999,,,20.634,,,-0.8,0.0,6.2,7150.954999208451,2.0
978,7,0,4.6414123779446355,694.3219999999999,1512.6009999999999,,32.255,,22.069000000000003,9.031,21.097,,,,,5.0,0.6,0.8,7.0,8203.07899999619,
978,7,1,7.864665628535566,1577.087000000001,384.14599999999996,467.03500000000014,,,14.316,63.173,30.151,,,204.96300000000002,,5.0,-0.6,1.0,6.8,8277.773000240326,1.0
978,7,2,2.6848703212496323,1634.576,1712.0120000000004,194.87800000000001,6.018,,11.328,204.19,500.7019999999999,,,20.634,,,-0.8,0.0,6.2,7150.954999208451,2.0
978,7,3,3.90490845803598,597.124,1143.3540000000003,29.955,49.322,,,16.063000000000002,,,,157.271,,1.0,0.0,0.75,7.0,2314.0849993228917,
979,7,0,7.864665628535566,1577.087000000001,384.14599999999996,467.03500000000014,,,14.316,63.173,30.151,,,204.96300000000002,,5.0,-0.6,1.0,6.8,8277.773000240326,1.0
979,7,1,2.6848703212496323,1634.576,1712.0120000000004,194.87800000000001,6.018,,11.328,204.19,500.7019999999999,,,20.634,,,-0.8,0.0,6.2,7150.954999208451,2.0
979,7,2,3.90490845803598,597.124,1143.3540000000003,29.955,49.322,,,16.063000000000002,,,,157.271,,1.0,0.0,0.75,7.0,2314.0849993228917,
979,7,3,3.608568790953044,1772.5919999999996,2176.3,98.313,156.839,,83.49699999999999,208.36199999999997,44.205,,,143.472,,3.0,0.0,0.5,6.75,4659.931999921799,
980,7,0,2.6848703212496323,1634.576,1712.0120000000004,194.87800000000001,6.018,,11.328,204.19,500.7019999999999,,,20.634,,,-0.8,0.0,6.2,7150.954999208451,2.0
980,7,1,3.90490845803598,597.124,1143.3540000000003,29.955,49.322,,,16.063000000000002,,,,157.271,,1.0,0.0,0.75,7.0,2314.0849993228917,
980,7,2,3.608568790953044,1772.5919999999996,2176.3,98.313,156.839,,83.49699999999999,208.36199999999997,44.205,,,143.472,,3.0,0.0,0.5,6.75,4659.931999921799,
980,7,3,4.218991494339529,917.6110000000001,2026.2860000000007,277.921,69.21900000000001,,17.055999999999997,71.537,77.111,,,129.08,,1.0,0.6,1.0,7.0,3586.985999107361,
981,8,0,3.90490845803598,597.124,1143.3540000000003,29.955,49.322,,,16.063000000000002,,,,157.271,,1.0,0.0,0.75,7.0,2314.0849993228917,
981,8,1,3.608568790953044,1772.5919999999996,2176.3,98.313,156.839,,83.49699999999999,208.36199999999997,44.205,,,143.472,,3.0,0.0,0.5,6.75,4659.931999921799,
981,8,2,4.218991494339529,917.6110000000001,2026.2860000000007,277.921,69.21900000000001,,17.055999999999997,71.537,77.111,,,129.08,,1.0,0.6,1.0,7.0,3586.985999107361,
981,8,3,2.0138888888888884,19572.727000000006,3323.091999999999,1969.019,,,,139.957,225.16600000000003,,,8.041,,4.0,0.2,0.8,6.8,10604.00599932671,
982,8,0,3.608568790953044,1772.5919999999996,2176.3,98.313,156.839,,83.49699999999999,208.36199999999997,44.205,,,143.472,,3.0,0.0,0.5,6.75,4659.931999921799,
982,8,1,4.218991494339529,917.6110000000001,2026.2860000000007,277.921,69.21900000000001,,17.055999999999997,71.537,77.111,,,129.08,,1.0,0.6,1.0,7.0,3586.985999107361,
982,8,2,2.0138888888888884,19572.727000000006,3323.091999999999,1969.019,,,,139.957,225.16600000000003,,,8.041,,4.0,0.2,0.8,6.8,10604.00599932671,
982,8,3,10.641086062299555,1036.5410000000002,1437.411,24.328,,,,45.626000000000005,8.028,,,79.219,,4.0,0.8,1.2,7.8,2350.1440005302425,
983,6,0,4.218991494339529,917.6110000000001,2026.2860000000007,277.921,69.21900000000001,,17.055999999999997,71.537,77.111,,,129.08,,1.0,0.6,1.0,7.0,3586.985999107361,
983,6,1,2.0138888888888884,19572.727000000006,3323.091999999999,1969.019,,,,139.957,225.16600000000003,,,8.041,,4.0,0.2,0.8,6.8,10604.00599932671,
983,6,2,10.641086062299555,1036.5410000000002,1437.411,24.328,,,,45.626000000000005,8.028,,,79.219,,4.0,0.8,1.2,7.8,2350.1440005302425,
983,6,3,9.663506397253862,2010.9270000000004,2951.177999999999,117.873,,,90.509,54.423,146.04500000000002,142.96,,248.96,,,1.2,1.6,8.0,5678.742000579836,
984,7,0,2.0138888888888884,19572.727000000006,3323.091999999999,1969.019,,,,139.957,225.16600000000003,,,8.041,,4.0,0.2,0.8,6.8,10604.00599932671,
984,7,1,10.641086062299555,1036.5410000000002,1437.411,24.328,,,,45.626000000000005,8.028,,,79.219,,4.0,0.8,1.2,7.8,2350.1440005302425,
984,7,2,9.663506397253862,2010.9270000000004,2951.177999999999,117.873,,,90.509,54.423,146.04500000000002,142.96,,248.96,,,1.2,1.6,8.0,5678.742000579836,
984,7,3,2.950615454364366,4602.268000000004,2636.6049999999996,811.63,74.317,,265.72799999999995,333.349,187.171,,,115.11900000000001,,1.0,0.2,0.4,6.4,8969.245000600815,2.0
985,7,0,10.641086062299555,1036.5410000000002,1437.411,24.328,,,,45.626000000000005,8.028,,,79.219,,4.0,0.8,1.2,7.8,2350.1440005302425,
985,7,1,9.663506397253862,2010.9270000000004,2951.177999999999,117.873,,,90.509,54.423,146.04500000000002,142.96,,248.96,,,1.2,1.6,8.0,5678.742000579836,
985,7,2,2.950615454364366,4602.268000000004,2636.6049999999996,811.63,74.317,,265.72799999999995,333.349,187.171,,,115.11900000000001,,1.0,0.2,0.4,6.4,8969.245000600815,2.0
985,7,3,3.2903876074204046,1185.2289999999998,2350.239,279.4729999999999,,,8.108,337.997,335.54600000000005,,,1202.887,,,0.0,1.0,7.0,9638.7969994545,4.0
986,6,0,9.663506397253862,2010.9270000000004,2951.177999999999,117.873,,,90.509,54.423,146.04500000000002,142.96,,248.96,,,1.2,1.6,8.0,5678.742000579836,
986,6,1,2.950615454364366,4602.268000000004,2636.6049999999996,811.63,74.317,,265.72799999999995,333.349,187.171,,,115.11900000000001,,1.0,0.2,0.4,6.4,8969.245000600815,2.0
986,6,2,3.2903876074204046,1185.2289999999998,2350.239,279.4729999999999,,,8.108,337.997,335.54600000000005,,,1202.887,,,0.0,1.0,7.0,9638.7969994545,4.0
986,6,3,3.3916666666666675,2247.9840000000013,3137.5019999999986,54.849999999999994,246.38999999999996,,459.7050000000001,65.879,37.094,,,1055.7,,1.0,0.8,1.0,7.0,6571.559000730514,
987,7,0,2.950615454364366,4602.268000000004,2636.6049999999996,811.63,74.317,,265.72799999999995,333.349,187.171,,,115.11900000000001,,1.0,0.2,0.4,6.4,8969.245000600815,2.0
987,7,1,3.2903876074204046,1185.2289999999998,2350.239,279.4729999999999,,,8.108,337.997,335.54600000000005,,,1202.887,,,0.0,1.0,7.0,9638.7969994545,4.0
987,7,2,3.3916666666666675,2247.9840000000013,3137.5019999999986,54.849999999999994,246.38999999999996,,459.7050000000001,65.879,37.094,,,1055.7,,1.0,0.8,1.0,7.0,6571.559000730514,
987,7,3,3.4,1442.6449999999998,3204.4540000000006,159.756,32.102,,4.008,43.305,20.057,190.698,,560.014,,1.0,0.25,0.75,6.5,5700.513000249863,
988,7,0,3.2903876074204046,1185.2289999999998,2350.239,279.4729999999999,,,8.108,337.997,335.54600000000005,,,1202.887,,,0.0,1.0,7.0,9638.7969994545,4.0
988,7,1,3.3916666666666675,2247.9840000000013,3137.5019999999986,54.849999999999994,246.38999999999996,,459.7050000000001,65.879,37.094,,,1055.7,,1.0,0.8,1.0,7.0,6571.559000730514,
988,7,2,3.4,1442.6449999999998,3204.4540000000006,159.756,32.102,,4.008,43.305,20.057,190.698,,560.014,,1.0,0.25,0.75,6.5,5700.513000249863,
988,7,3,5.47231182795699,4673.440999999998,3241.7559999999985,627.447,,,,205.65599999999998,68.251,202.602,,213.10499999999993,,11.0,1.0,1.0,7.0,7996.895000219344,
989,7,0,3.3916666666666675,2247.9840000000013,3137.5019999999986,54.849999999999994,246.38999999999996,,459.7050000000001,65.879,37.094,,,1055.7,,1.0,0.8,1.0,7.0,6571.559000730514,
989,7,1,3.4,1442.6449999999998,3204.4540000000006,159.756,32.102,,4.008,43.305,20.057,190.698,,560.014,,1.0,0.25,0.75,6.5,5700.513000249863,
989,7,2,5.47231182795699,4673.440999999998,3241.7559999999985,627.447,,,,205.65599999999998,68.251,202.602,,213.10499999999993,,11.0,1.0,1.0,7.0,7996.895000219344,
989,7,3,11.53552351975273,4263.612999999997,3626.2160000000003,56.575,85.333,,4.0169999999999995,145.70200000000003,105.042,183.12599999999998,5.064,80.23199999999999,,16.0,0.3333333333333333,1.0,7.0,9394.792001485825,2.0
990,7,0,3.4,1442.6449999999998,3204.4540000000006,159.756,32.102,,4.008,43.305,20.057,190.698,,560.014,,1.0,0.25,0.75,6.5,5700.513000249863,
990,7,1,5.47231182795699,4673.440999999998,3241.7559999999985,627.447,,,,205.65599999999998,68.251,202.602,,213.10499999999993,,11.0,1.0,1.0,7.0,7996.895000219344,
990,7,2,11.53552351975273,4263.612999999997,3626.2160000000003,56.575,85.333,,4.0169999999999995,145.70200000000003,105.042,183.12599999999998,5.064,80.23199999999999,,16.0,0.3333333333333333,1.0,7.0,9394.792001485825,2.0
990,7,3,2.1166666666666667,1294.1599999999999,1523.408,488.43600000000004,,,26.223999999999997,231.69000000000003,254.141,,,533.1179999999999,,2.0,1.0,1.2,7.4,4124.311999559405,
991,7,0,5.47231182795699,4673.440999999998,3241.7559999999985,627.447,,,,205.65599999999998,68.251,202.602,,213.10499999999993,,11.0,1.0,1.0,7.0,7996.895000219344,
991,7,1,11.53552351975273,4263.612999999997,3626.2160000000003,56.575,85.333,,4.0169999999999995,145.70200000000003,105.042,183.12599999999998,5.064,80.23199999999999,,16.0,0.3333333333333333,1.0,7.0,9394.792001485825,2.0
991,7,2,2.1166666666666667,1294.1599999999999,1523.408,488.43600000000004,,,26.223999999999997,231.69000000000003,254.141,,,533.1179999999999,,2.0,1.0,1.2,7.4,4124.311999559405,
991,7,3,2.916666666666666,1576.4119999999998,1751.4189999999999,431.43,105.365,,86.20799999999998,1330.8139999999996,25.435,,,256.995,,1.0,0.8,0.8,6.8,5360.359998464584,1.0
992,7,0,11.53552351975273,4263.612999999997,3626.2160000000003,56.575,85.333,,4.0169999999999995,145.70200000000003,105.042,183.12599999999998,5.064,80.23199999999999,,16.0,0.3333333333333333,1.0,7.0,9394.792001485825,2.0
992,7,1,2.1166666666666667,1294.1599999999999,1523.408,488.43600000000004,,,26.223999999999997,231.69000000000003,254.141,,,533.1179999999999,,2.0,1.0,1.2,7.4,4124.311999559405,
992,7,2,2.916666666666666,1576.4119999999998,1751.4189999999999,431.43,105.365,,86.20799999999998,1330.8139999999996,25.435,,,256.995,,1.0,0.8,0.8,6.8,5360.359998464584,1.0
992,7,3,2.781267217630855,1327.8099999999997,2115.025999999999,357.10600000000005,124.053,,19.066000000000003,337.9510000000001,194.576,,,105.52200000000002,,2.0,0.3333333333333333,1.0,7.0,4310.028000354766,4.0
993,7,0,2.1166666666666667,1294.1599999999999,1523.408,488.43600000000004,,,26.223999999999997,231.69000000000003,254.141,,,533.1179999999999,,2.0,1.0,1.2,7.4,4124.311999559405,
993,7,1,2.916666666666666,1576.4119999999998,1751.4189999999999,431.43,105.365,,86.20799999999998,1330.8139999999996,25.435,,,256.995,,1.0,0.8,0.8,6.8,5360.359998464584,1.0
993,7,2,2.781267217630855,1327.8099999999997,2115.025999999999,357.10600000000005,124.053,,19.066000000000003,337.9510000000001,194.576,,,105.52200000000002,,2.0,0.3333333333333333,1.0,7.0,4310.028000354766,4.0
993,7,3,3.295114942528734,1516.87,1393.0490000000002,199.23499999999999,,,172.75,534.4069999999999,136.04,47.282,,2257.6259999999997,,1.0,0.4,0.8,7.0,6613.5790002346075,
994,7,0,2.916666666666666,1576.4119999999998,1751.4189999999999,431.43,105.365,,86.20799999999998,1330.8139999999996,25.435,,,256.995,,1.0,0.8,0.8,6.8,5360.359998464584,1.0
994,7,1,2.781267217630855,1327.8099999999997,2115.025999999999,357.10600000000005,124.053,,19.066000000000003,337.9510000000001,194.576,,,105.52200000000002,,2.0,0.3333333333333333,1.0,7.0,4310.028000354766,4.0
994,7,2,3.295114942528734,1516.87,1393.0490000000002,199.23499999999999,,,172.75,534.4069999999999,136.04,47.282,,2257.6259999999997,,1.0,0.4,0.8,7.0,6613.5790002346075,
994,7,3,1.0733657705640467,1694.3860000000006,1682.5469999999998,191.66699999999997,39.131,,19.341,44.523999999999994,15.63,,,293.92900000000003,,,0.8,1.0,7.0,4077.7109999656686,3.0
995,7,0,2.781267217630855,1327.8099999999997,2115.025999999999,357.10600000000005,124.053,,19.066000000000003,337.9510000000001,194.576,,,105.52200000000002,,2.0,0.3333333333333333,1.0,7.0,4310.028000354766,4.0
995,7,1,3.295114942528734,1516.87,1393.0490000000002,199.23499999999999,,,172.75,534.4069999999999,136.04,47.282,,2257.6259999999997,,1.0,0.4,0.8,7.0,6613.5790002346075,
995,7,2,1.0733657705640467,1694.3860000000006,1682.5469999999998,191.66699999999997,39.131,,19.341,44.523999999999994,15.63,,,293.92900000000003,,,0.8,1.0,7.0,4077.7109999656686,3.0
995,7,3,4.995882373394352,1813.5970000000002,2478.9120000000007,158.074,26.08,,36.20399999999999,30.283,753.873,90.475,,428.97900000000004,,1.0,1.0,1.0,7.0,14021.190000057217,1.0
996,7,0,3.295114942528734,1516.87,1393.0490000000002,199.23499999999999,,,172.75,534.4069999999999,136.04,47.282,,2257.6259999999997,,1.0,0.4,0.8,7.0,6613.5790002346075,
996,7,1,1.0733657705640467,1694.3860000000006,1682.5469999999998,191.66699999999997,39.131,,19.341,44.523999999999994,15.63,,,293.92900000000003,,,0.8,1.0,7.0,4077.7109999656686,3.0
996,7,2,4.995882373394352,1813.5970000000002,2478.9120000000007,158.074,26.08,,36.20399999999999,30.283,753.873,90.475,,428.97900000000004,,1.0,1.0,1.0,7.0,14021.190000057217,1.0
996,7,3,1.4616011761561076,446.26,419.201,,,,2.112,267.29499999999996,53.183,,,1389.5160000000003,,,1.0,1.2,7.4,2061.5270001888325,
997,7,0,0.5,218.654,11.035,,,,,,,,,,,,0.5,1.0,6.75,109.07999992370584,
997,7,1,,,,,,,,,,,,,,,1.0,1.0,7.0,,
997,7,2,,,,,,,,,,,,,,,0.6666666666666666,1.0,7.0,,
997,7,3,,,,,,,,,,,,,,,1.0,1.0,7.333333333333333,,
998,7,0,,,,,,,,,,,,,,,1.0,1.0,7.0,,
998,7,1,,,,,,,,,,,,,,,0.6666666666666666,1.0,7.0,,
998,7,2,,,,,,,,,,,,,,,1.0,1.0,7.333333333333333,,
998,7,3,,,,,,,,,,,,,,,0.4,1.0,7.0,,
999,7,0,,,,,,,,,,,,,,,0.6666666666666666,1.0,7.0,,
999,7,1,,,,,,,,,,,,,,,1.0,1.0,7.333333333333333,,
999,7,2,,,,,,,,,,,,,,,0.4,1.0,7.0,,
999,7,3,,,,,,,,,,,,,,,1.0,1.0,7.0,,
1000,7,0,,,,,,,,,,,,,,,1.0,1.0,7.333333333333333,,
1000,7,1,,,,,,,,,,,,,,,0.4,1.0,7.0,,
1000,7,2,,,,,,,,,,,,,,,1.0,1.0,7.0,,
1000,7,3,,,,,,,,,,,,,,,1.0,1.0,7.0,,
1001,8,0,,259.094,1616.4040000000002,634.4789999999997,,,31.127,265.192,13.199,,,,,4.0,-1.0,1.5,8.0,2715.7419991493234,
