no,target,t,activity,call,circumplex.arousal,circumplex.valence,frequency,mood,screen,sms,util_apps,com_other_apps,entertain_apps
891,7,0,0.1303849575356078,0.0,-0.2,1.0,101.0,7.0,4424.054999589917,0.0,4936.163000000001,922.233,71.489
891,7,1,0.0330103700922375,0.0,0.0,1.0,56.0,8.0,4114.448999881744,0.0,2934.495999999999,615.072,137.34
891,7,2,0.0531420002146689,0.0,0.25,0.5,76.0,7.25,13994.419999837875,0.0,3292.7279999999996,1638.7539999999995,610.283
891,7,3,0.0923567273620886,0.0,-0.5,1.0,40.0,7.5,2569.507999897006,0.0,2021.519,1349.638,74.999
892,6,0,0.0330103700922375,0.0,0.0,1.0,56.0,8.0,4114.448999881744,0.0,2934.495999999999,615.072,137.34
892,6,1,0.0531420002146689,0.0,0.25,0.5,76.0,7.25,13994.419999837875,0.0,3292.7279999999996,1638.7539999999995,610.283
892,6,2,0.0923567273620886,0.0,-0.5,1.0,40.0,7.5,2569.507999897006,0.0,2021.519,1349.638,74.999
892,6,3,0.0,2.1379310344827585,-0.2,0.8,118.02631578947368,7.0,8721.921342059186,1.7,2931.057792022792,131.70736842105265,674.8658956356737
893,6,0,0.0531420002146689,0.0,0.25,0.5,76.0,7.25,13994.419999837875,0.0,3292.7279999999996,1638.7539999999995,610.283
893,6,1,0.0923567273620886,0.0,-0.5,1.0,40.0,7.5,2569.507999897006,0.0,2021.519,1349.638,74.999
893,6,2,0.0,2.1379310344827585,-0.2,0.8,118.02631578947368,7.0,8721.921342059186,1.7,2931.057792022792,131.70736842105265,674.8658956356737
893,6,3,0.0305982562516532,0.0,-0.2,0.2,15.0,6.2,1370.197999715805,0.0,1075.834,404.459,0.0
894,7,0,0.0923567273620886,0.0,-0.5,1.0,40.0,7.5,2569.507999897006,0.0,2021.519,1349.638,74.999
894,7,1,0.0,2.1379310344827585,-0.2,0.8,118.02631578947368,7.0,8721.921342059186,1.7,2931.057792022792,131.70736842105265,674.8658956356737
894,7,2,0.0305982562516532,0.0,-0.2,0.2,15.0,6.2,1370.197999715805,0.0,1075.834,404.459,0.0
894,7,3,0.0574909285561297,0.0,-0.6,0.4,131.0,6.4,8454.422998905184,1.0,9014.706999999997,2276.859,1077.096
895,7,0,0.0,2.1379310344827585,-0.2,0.8,118.02631578947368,7.0,8721.921342059186,1.7,2931.057792022792,131.70736842105265,674.8658956356737
895,7,1,0.0305982562516532,0.0,-0.2,0.2,15.0,6.2,1370.197999715805,0.0,1075.834,404.459,0.0
895,7,2,0.0574909285561297,0.0,-0.6,0.4,131.0,6.4,8454.422998905184,1.0,9014.706999999997,2276.859,1077.096
895,7,3,0.0822636340373376,1.0,-0.4,0.6,130.0,6.8,8815.100000619885,0.0,6872.394,2837.902,311.951
896,7,0,0.0305982562516532,0.0,-0.2,0.2,15.0,6.2,1370.197999715805,0.0,1075.834,404.459,0.0
896,7,1,0.0574909285561297,0.0,-0.6,0.4,131.0,6.4,8454.422998905184,1.0,9014.706999999997,2276.859,1077.096
896,7,2,0.0822636340373376,1.0,-0.4,0.6,130.0,6.8,8815.100000619885,0.0,6872.394,2837.902,311.951
896,7,3,0.0541987480797515,2.0,0.0,1.0,143.0,7.4,7978.536000013354,0.0,5527.105000000001,2473.847,611.098
897,8,0,0.1535813214052014,0.0,0.25,1.5,38.0,8.5,2727.8409993648543,2.0,2794.524,1092.7940000000003,7.023
897,8,1,0.1886913420889081,0.0,-1.0,0.25,79.0,7.25,3939.3320002555824,0.0,3015.3109999999992,2007.411000000001,0.0
897,8,2,0.0151262922038926,1.0,-1.25,0.75,47.0,8.0,3967.075998783112,0.0,2902.004,896.1460000000002,172.06599999999997
897,8,3,0.1498821499583368,0.0,0.8,0.8,121.0,8.2,6806.078000307085,2.0,4087.243000000001,2545.244,0.0
898,7,0,0.1886913420889081,0.0,-1.0,0.25,79.0,7.25,3939.3320002555824,0.0,3015.3109999999992,2007.411000000001,0.0
898,7,1,0.0151262922038926,1.0,-1.25,0.75,47.0,8.0,3967.075998783112,0.0,2902.004,896.1460000000002,172.06599999999997
898,7,2,0.1498821499583368,0.0,0.8,0.8,121.0,8.2,6806.078000307085,2.0,4087.243000000001,2545.244,0.0
898,7,3,0.114635345061642,0.0,0.0,0.8,68.0,7.75,9531.902999639507,6.0,7726.974999999999,2357.2690000000002,0.0
899,8,0,0.0151262922038926,1.0,-1.25,0.75,47.0,8.0,3967.075998783112,0.0,2902.004,896.1460000000002,172.06599999999997
899,8,1,0.1498821499583368,0.0,0.8,0.8,121.0,8.2,6806.078000307085,2.0,4087.243000000001,2545.244,0.0
899,8,2,0.114635345061642,0.0,0.0,0.8,68.0,7.75,9531.902999639507,6.0,7726.974999999999,2357.2690000000002,0.0
899,8,3,0.1954092748210394,0.0,-0.6,0.2,143.0,7.2,11191.926000595093,0.0,8390.527999999998,2725.0930000000008,47.142
900,8,0,0.1498821499583368,0.0,0.8,0.8,121.0,8.2,6806.078000307085,2.0,4087.243000000001,2545.244,0.0
900,8,1,0.114635345061642,0.0,0.0,0.8,68.0,7.75,9531.902999639507,6.0,7726.974999999999,2357.2690000000002,0.0
900,8,2,0.1954092748210394,0.0,-0.6,0.2,143.0,7.2,11191.926000595093,0.0,8390.527999999998,2725.0930000000008,47.142
900,8,3,0.1375670634731195,0.0,-0.8,1.0,178.0,7.8,14873.304000377651,4.0,9677.128,4608.269,696.8
901,9,0,0.114635345061642,0.0,0.0,0.8,68.0,7.75,9531.902999639507,6.0,7726.974999999999,2357.2690000000002,0.0
901,9,1,0.1954092748210394,0.0,-0.6,0.2,143.0,7.2,11191.926000595093,0.0,8390.527999999998,2725.0930000000008,47.142
901,9,2,0.1375670634731195,0.0,-0.8,1.0,178.0,7.8,14873.304000377651,4.0,9677.128,4608.269,696.8
901,9,3,0.0684037452212791,0.0,0.4,0.4,69.0,7.6,5617.376000642778,0.0,4030.5180000000005,3213.523000000001,0.0
902,7,0,0.1954092748210394,0.0,-0.6,0.2,143.0,7.2,11191.926000595093,0.0,8390.527999999998,2725.0930000000008,47.142
902,7,1,0.1375670634731195,0.0,-0.8,1.0,178.0,7.8,14873.304000377651,4.0,9677.128,4608.269,696.8
902,7,2,0.0684037452212791,0.0,0.4,0.4,69.0,7.6,5617.376000642778,0.0,4030.5180000000005,3213.523000000001,0.0
902,7,3,0.1676437975828992,1.0,0.4,1.4,83.0,8.6,7310.520997524259,3.0,4568.981,2692.138,49.201
903,8,0,0.1375670634731195,0.0,-0.8,1.0,178.0,7.8,14873.304000377651,4.0,9677.128,4608.269,696.8
903,8,1,0.0684037452212791,0.0,0.4,0.4,69.0,7.6,5617.376000642778,0.0,4030.5180000000005,3213.523000000001,0.0
903,8,2,0.1676437975828992,1.0,0.4,1.4,83.0,8.6,7310.520997524259,3.0,4568.981,2692.138,49.201
903,8,3,0.0189782347479986,0.0,0.2,0.6,72.0,7.2,6887.131999969486,0.0,4218.448,2565.7480000000005,100.238
904,8,0,0.0684037452212791,0.0,0.4,0.4,69.0,7.6,5617.376000642778,0.0,4030.5180000000005,3213.523000000001,0.0
904,8,1,0.1676437975828992,1.0,0.4,1.4,83.0,8.6,7310.520997524259,3.0,4568.981,2692.138,49.201
904,8,2,0.0189782347479986,0.0,0.2,0.6,72.0,7.2,6887.131999969486,0.0,4218.448,2565.7480000000005,100.238
904,8,3,0.1154699574755954,0.0,1.0,0.75,62.0,8.25,2665.6599991321555,1.0,663.3039999999999,1904.0260000000003,96.786
905,8,0,0.1676437975828992,1.0,0.4,1.4,83.0,8.6,7310.520997524259,3.0,4568.981,2692.138,49.201
905,8,1,0.0189782347479986,0.0,0.2,0.6,72.0,7.2,6887.131999969486,0.0,4218.448,2565.7480000000005,100.238
905,8,2,0.1154699574755954,0.0,1.0,0.75,62.0,8.25,2665.6599991321555,1.0,663.3039999999999,1904.0260000000003,96.786
905,8,3,0.0749941178856907,0.0,0.0,0.6,88.0,8.2,11175.523998498917,0.0,4974.389,2510.9039999999995,0.0
906,8,0,0.0189782347479986,0.0,0.2,0.6,72.0,7.2,6887.131999969486,0.0,4218.448,2565.7480000000005,100.238
906,8,1,0.1154699574755954,0.0,1.0,0.75,62.0,8.25,2665.6599991321555,1.0,663.3039999999999,1904.0260000000003,96.786
906,8,2,0.0749941178856907,0.0,0.0,0.6,88.0,8.2,11175.523998498917,0.0,4974.389,2510.9039999999995,0.0
906,8,3,0.1411580209917355,0.0,-0.8,1.0,93.0,8.0,7842.806001186373,0.0,6424.794,2209.6600000000003,91.469
907,8,0,0.1154699574755954,0.0,1.0,0.75,62.0,8.25,2665.6599991321555,1.0,663.3039999999999,1904.0260000000003,96.786
907,8,1,0.0749941178856907,0.0,0.0,0.6,88.0,8.2,11175.523998498917,0.0,4974.389,2510.9039999999995,0.0
907,8,2,0.1411580209917355,0.0,-0.8,1.0,93.0,8.0,7842.806001186373,0.0,6424.794,2209.6600000000003,91.469
907,8,3,0.1973831676290889,0.0,-0.5,1.0,137.0,8.25,9205.890996217728,1.0,4830.379,4406.6500000000015,43.16
908,8,0,0.0749941178856907,0.0,0.0,0.6,88.0,8.2,11175.523998498917,0.0,4974.389,2510.9039999999995,0.0
908,8,1,0.1411580209917355,0.0,-0.8,1.0,93.0,8.0,7842.806001186373,0.0,6424.794,2209.6600000000003,91.469
908,8,2,0.1973831676290889,0.0,-0.5,1.0,137.0,8.25,9205.890996217728,1.0,4830.379,4406.6500000000015,43.16
908,8,3,0.031889568580213,1.0,0.0,1.0,122.0,7.8,11911.72399926185,5.0,6550.296999999999,3242.5809999999997,2162.963
909,8,0,0.1411580209917355,0.0,-0.8,1.0,93.0,8.0,7842.806001186373,0.0,6424.794,2209.6600000000003,91.469
909,8,1,0.1973831676290889,0.0,-0.5,1.0,137.0,8.25,9205.890996217728,1.0,4830.379,4406.6500000000015,43.16
909,8,2,0.031889568580213,1.0,0.0,1.0,122.0,7.8,11911.72399926185,5.0,6550.296999999999,3242.5809999999997,2162.963
909,8,3,0.1046635439467352,2.0,0.8,0.8,111.0,7.6,6325.021000146866,4.0,3752.98,8916.833,22.31
910,7,0,0.1973831676290889,0.0,-0.5,1.0,137.0,8.25,9205.890996217728,1.0,4830.379,4406.6500000000015,43.16
910,7,1,0.031889568580213,1.0,0.0,1.0,122.0,7.8,11911.72399926185,5.0,6550.296999999999,3242.5809999999997,2162.963
910,7,2,0.1046635439467352,2.0,0.8,0.8,111.0,7.6,6325.021000146866,4.0,3752.98,8916.833,22.31
910,7,3,0.1547806052191322,1.0,-0.25,0.25,90.0,8.0,9005.241000413891,1.0,6628.825,2948.0759999999996,487.892
911,8,0,0.031889568580213,1.0,0.0,1.0,122.0,7.8,11911.72399926185,5.0,6550.296999999999,3242.5809999999997,2162.963
911,8,1,0.1046635439467352,2.0,0.8,0.8,111.0,7.6,6325.021000146866,4.0,3752.98,8916.833,22.31
911,8,2,0.1547806052191322,1.0,-0.25,0.25,90.0,8.0,9005.241000413891,1.0,6628.825,2948.0759999999996,487.892
911,8,3,0.0708333333333332,1.0,-0.6,0.2,69.0,7.0,7506.035999536514,3.0,37967.624,2245.1889999999994,0.0
912,7,0,0.1046635439467352,2.0,0.8,0.8,111.0,7.6,6325.021000146866,4.0,3752.98,8916.833,22.31
912,7,1,0.1547806052191322,1.0,-0.25,0.25,90.0,8.0,9005.241000413891,1.0,6628.825,2948.0759999999996,487.892
912,7,2,0.0708333333333332,1.0,-0.6,0.2,69.0,7.0,7506.035999536514,3.0,37967.624,2245.1889999999994,0.0
912,7,3,0.0084171455938697,0.0,-0.5,0.75,34.0,7.5,3084.711000204088,0.0,1891.45,1103.301,0.0
913,6,0,0.1547806052191322,1.0,-0.25,0.25,90.0,8.0,9005.241000413891,1.0,6628.825,2948.0759999999996,487.892
913,6,1,0.0708333333333332,1.0,-0.6,0.2,69.0,7.0,7506.035999536514,3.0,37967.624,2245.1889999999994,0.0
913,6,2,0.0084171455938697,0.0,-0.5,0.75,34.0,7.5,3084.711000204088,0.0,1891.45,1103.301,0.0
913,6,3,0.1107638888888888,0.0,0.0,0.4,43.0,7.2,3747.0190002918257,0.0,2414.1859999999997,1421.612,0.0
914,8,0,0.0708333333333332,1.0,-0.6,0.2,69.0,7.0,7506.035999536514,3.0,37967.624,2245.1889999999994,0.0
914,8,1,0.0084171455938697,0.0,-0.5,0.75,34.0,7.5,3084.711000204088,0.0,1891.45,1103.301,0.0
914,8,2,0.1107638888888888,0.0,0.0,0.4,43.0,7.2,3747.0190002918257,0.0,2414.1859999999997,1421.612,0.0
914,8,3,0.1664660232870681,3.0,-0.2,0.0,163.0,6.4,12947.800999164583,11.0,8015.895000000001,4905.79,156.89
915,8,0,0.0084171455938697,0.0,-0.5,0.75,34.0,7.5,3084.711000204088,0.0,1891.45,1103.301,0.0
915,8,1,0.1107638888888888,0.0,0.0,0.4,43.0,7.2,3747.0190002918257,0.0,2414.1859999999997,1421.612,0.0
915,8,2,0.1664660232870681,3.0,-0.2,0.0,163.0,6.4,12947.800999164583,11.0,8015.895000000001,4905.79,156.89
915,8,3,0.0948113225681511,4.0,0.6,0.6,133.0,7.6,12022.980001211166,1.0,6493.719,3371.647,397.754
916,8,0,0.1107638888888888,0.0,0.0,0.4,43.0,7.2,3747.0190002918257,0.0,2414.1859999999997,1421.612,0.0
916,8,1,0.1664660232870681,3.0,-0.2,0.0,163.0,6.4,12947.800999164583,11.0,8015.895000000001,4905.79,156.89
916,8,2,0.0948113225681511,4.0,0.6,0.6,133.0,7.6,12022.980001211166,1.0,6493.719,3371.647,397.754
916,8,3,0.1866131513274127,0.0,0.2,1.0,182.0,7.8,9600.506002664571,3.0,5205.141999999999,3767.126000000001,1088.969
917,6,0,0.1664660232870681,3.0,-0.2,0.0,163.0,6.4,12947.800999164583,11.0,8015.895000000001,4905.79,156.89
917,6,1,0.0948113225681511,4.0,0.6,0.6,133.0,7.6,12022.980001211166,1.0,6493.719,3371.647,397.754
917,6,2,0.1866131513274127,0.0,0.2,1.0,182.0,7.8,9600.506002664571,3.0,5205.141999999999,3767.126000000001,1088.969
917,6,3,0.1651080339177729,0.0,0.0,0.75,84.0,7.5,3919.814000844957,1.0,1579.7799999999997,2414.5760000000014,0.0
918,6,0,0.0948113225681511,4.0,0.6,0.6,133.0,7.6,12022.980001211166,1.0,6493.719,3371.647,397.754
918,6,1,0.1866131513274127,0.0,0.2,1.0,182.0,7.8,9600.506002664571,3.0,5205.141999999999,3767.126000000001,1088.969
918,6,2,0.1651080339177729,0.0,0.0,0.75,84.0,7.5,3919.814000844957,1.0,1579.7799999999997,2414.5760000000014,0.0
918,6,3,0.269335092679129,2.0,0.0,0.0,167.0,6.0,10479.328002691267,4.0,6851.636000000001,3599.375999999998,0.0
919,7,0,0.1866131513274127,0.0,0.2,1.0,182.0,7.8,9600.506002664571,3.0,5205.141999999999,3767.126000000001,1088.969
919,7,1,0.1651080339177729,0.0,0.0,0.75,84.0,7.5,3919.814000844957,1.0,1579.7799999999997,2414.5760000000014,0.0
919,7,2,0.269335092679129,2.0,0.0,0.0,167.0,6.0,10479.328002691267,4.0,6851.636000000001,3599.375999999998,0.0
919,7,3,0.0448955982613229,0.0,-0.75,0.0,63.0,6.5,7078.390000104903,0.0,6777.355,944.1999999999998,317.902
920,8,0,0.1651080339177729,0.0,0.0,0.75,84.0,7.5,3919.814000844957,1.0,1579.7799999999997,2414.5760000000014,0.0
920,8,1,0.269335092679129,2.0,0.0,0.0,167.0,6.0,10479.328002691267,4.0,6851.636000000001,3599.375999999998,0.0
920,8,2,0.0448955982613229,0.0,-0.75,0.0,63.0,6.5,7078.390000104903,0.0,6777.355,944.1999999999998,317.902
920,8,3,0.0787921570810861,0.0,-0.4,0.4,91.0,7.0,7495.86300110817,0.0,4272.184,1917.4929999999993,1528.2210000000002
921,8,0,0.269335092679129,2.0,0.0,0.0,167.0,6.0,10479.328002691267,4.0,6851.636000000001,3599.375999999998,0.0
921,8,1,0.0448955982613229,0.0,-0.75,0.0,63.0,6.5,7078.390000104903,0.0,6777.355,944.1999999999998,317.902
921,8,2,0.0787921570810861,0.0,-0.4,0.4,91.0,7.0,7495.86300110817,0.0,4272.184,1917.4929999999993,1528.2210000000002
921,8,3,0.2085233883666979,0.0,0.4,0.8,177.0,7.6,11914.784997701645,1.0,6726.416,3326.077999999998,2120.963
922,7,0,0.0344685350298198,0.0,-0.2,0.8,44.0,7.8,2763.989000320434,0.0,1333.8550000000002,1428.911,0.0
922,7,1,0.1176933021746805,1.0,0.4,1.0,121.0,7.8,9283.68100333214,2.0,5276.319999999999,4600.2260000000015,13.125
922,7,2,0.0582699093763706,1.0,-0.4,0.6,75.0,7.4,12395.829001426704,0.0,4892.323,6219.517000000001,1281.712
922,7,3,0.1223394165266099,1.0,-0.2,0.4,149.0,7.0,16022.038999319077,1.0,8854.928999999998,7231.481999999999,28.157
923,8,0,0.1176933021746805,1.0,0.4,1.0,121.0,7.8,9283.68100333214,2.0,5276.319999999999,4600.2260000000015,13.125
923,8,1,0.0582699093763706,1.0,-0.4,0.6,75.0,7.4,12395.829001426704,0.0,4892.323,6219.517000000001,1281.712
923,8,2,0.1223394165266099,1.0,-0.2,0.4,149.0,7.0,16022.038999319077,1.0,8854.928999999998,7231.481999999999,28.157
923,8,3,0.0151751189288362,0.0,-0.8,0.4,59.0,7.0,9004.832000255583,0.0,6210.472000000001,2793.0359999999996,0.0
924,8,0,0.0582699093763706,1.0,-0.4,0.6,75.0,7.4,12395.829001426704,0.0,4892.323,6219.517000000001,1281.712
924,8,1,0.1223394165266099,1.0,-0.2,0.4,149.0,7.0,16022.038999319077,1.0,8854.928999999998,7231.481999999999,28.157
924,8,2,0.0151751189288362,0.0,-0.8,0.4,59.0,7.0,9004.832000255583,0.0,6210.472000000001,2793.0359999999996,0.0
924,8,3,0.1495170429412467,0.0,-0.2,0.8,170.0,7.6,13648.031000375748,6.0,7164.937999999998,6279.187999999999,857.8399999999999
925,8,0,0.1223394165266099,1.0,-0.2,0.4,149.0,7.0,16022.038999319077,1.0,8854.928999999998,7231.481999999999,28.157
925,8,1,0.0151751189288362,0.0,-0.8,0.4,59.0,7.0,9004.832000255583,0.0,6210.472000000001,2793.0359999999996,0.0
925,8,2,0.1495170429412467,0.0,-0.2,0.8,170.0,7.6,13648.031000375748,6.0,7164.937999999998,6279.187999999999,857.8399999999999
925,8,3,0.1152475244483759,2.0,0.6,0.8,127.0,8.2,13083.924000024796,6.0,8381.330999999996,6783.7199999999975,53.247
926,8,0,0.0822704081632655,2.0,0.3333333333333333,1.0,74.0,7.0,6640.6430003643,0.0,1770.1590000000003,2366.751,1930.061
926,8,1,0.2122594681147312,3.0,-0.4,1.2,98.0,7.8,9825.663999319073,2.0,2779.5949999999993,3577.580999999999,4282.086
926,8,2,0.2207906710084327,0.0,-0.8,1.0,91.0,7.6,14524.601999759674,0.0,3346.5539999999996,9689.980999999998,2051.53
926,8,3,0.1212586113947738,0.0,-0.6,1.0,58.0,7.8,16030.546999216069,0.0,4601.388,5729.094000000001,5675.065999999998
927,8,0,0.2122594681147312,3.0,-0.4,1.2,98.0,7.8,9825.663999319073,2.0,2779.5949999999993,3577.580999999999,4282.086
927,8,1,0.2207906710084327,0.0,-0.8,1.0,91.0,7.6,14524.601999759674,0.0,3346.5539999999996,9689.980999999998,2051.53
927,8,2,0.1212586113947738,0.0,-0.6,1.0,58.0,7.8,16030.546999216069,0.0,4601.388,5729.094000000001,5675.065999999998
927,8,3,0.1440737345192111,0.0,-0.2,1.0,93.0,7.8,15730.021999835972,0.0,5184.534000000001,7473.032999999999,2959.934
928,7,0,0.2207906710084327,0.0,-0.8,1.0,91.0,7.6,14524.601999759674,0.0,3346.5539999999996,9689.980999999998,2051.53
928,7,1,0.1212586113947738,0.0,-0.6,1.0,58.0,7.8,16030.546999216069,0.0,4601.388,5729.094000000001,5675.065999999998
928,7,2,0.1440737345192111,0.0,-0.2,1.0,93.0,7.8,15730.021999835972,0.0,5184.534000000001,7473.032999999999,2959.934
928,7,3,0.1341467837134854,2.0,-0.2,1.0,129.0,8.0,15856.781001091003,0.0,4001.9650000000006,9709.834,3057.9440000000004
929,8,0,0.1212586113947738,0.0,-0.6,1.0,58.0,7.8,16030.546999216069,0.0,4601.388,5729.094000000001,5675.065999999998
929,8,1,0.1440737345192111,0.0,-0.2,1.0,93.0,7.8,15730.021999835972,0.0,5184.534000000001,7473.032999999999,2959.934
929,8,2,0.1341467837134854,2.0,-0.2,1.0,129.0,8.0,15856.781001091003,0.0,4001.9650000000006,9709.834,3057.9440000000004
929,8,3,0.2009212625127145,15.0,0.2,0.6,140.0,6.8,20322.225000381462,0.0,5075.6849999999995,8878.100000000002,2769.173
930,8,0,0.1440737345192111,0.0,-0.2,1.0,93.0,7.8,15730.021999835972,0.0,5184.534000000001,7473.032999999999,2959.934
930,8,1,0.1341467837134854,2.0,-0.2,1.0,129.0,8.0,15856.781001091003,0.0,4001.9650000000006,9709.834,3057.9440000000004
930,8,2,0.2009212625127145,15.0,0.2,0.6,140.0,6.8,20322.225000381462,0.0,5075.6849999999995,8878.100000000002,2769.173
930,8,3,0.1601332938069107,2.0,-0.75,1.0,128.0,7.75,17837.59700012207,0.0,5665.610000000001,8875.490000000002,3634.5550000000007
931,8,0,0.1341467837134854,2.0,-0.2,1.0,129.0,8.0,15856.781001091003,0.0,4001.9650000000006,9709.834,3057.9440000000004
931,8,1,0.2009212625127145,15.0,0.2,0.6,140.0,6.8,20322.225000381462,0.0,5075.6849999999995,8878.100000000002,2769.173
931,8,2,0.1601332938069107,2.0,-0.75,1.0,128.0,7.75,17837.59700012207,0.0,5665.610000000001,8875.490000000002,3634.5550000000007
931,8,3,0.2484071700359619,2.0,0.0,1.0,129.0,7.8,17672.089000940327,0.0,3937.684999999999,8074.829999999999,2125.773
932,8,0,0.2009212625127145,15.0,0.2,0.6,140.0,6.8,20322.225000381462,0.0,5075.6849999999995,8878.100000000002,2769.173
932,8,1,0.1601332938069107,2.0,-0.75,1.0,128.0,7.75,17837.59700012207,0.0,5665.610000000001,8875.490000000002,3634.5550000000007
932,8,2,0.2484071700359619,2.0,0.0,1.0,129.0,7.8,17672.089000940327,0.0,3937.684999999999,8074.829999999999,2125.773
932,8,3,0.1325243739751236,2.0,-1.4,1.0,67.0,8.4,17474.872000694268,0.0,2758.3460000000005,9539.202999999996,4951.745999999999
933,8,0,0.1601332938069107,2.0,-0.75,1.0,128.0,7.75,17837.59700012207,0.0,5665.610000000001,8875.490000000002,3634.5550000000007
933,8,1,0.2484071700359619,2.0,0.0,1.0,129.0,7.8,17672.089000940327,0.0,3937.684999999999,8074.829999999999,2125.773
933,8,2,0.1325243739751236,2.0,-1.4,1.0,67.0,8.4,17474.872000694268,0.0,2758.3460000000005,9539.202999999996,4951.745999999999
933,8,3,0.1126500911089034,6.0,-1.2,1.0,86.0,7.6,11700.13800120354,0.0,3573.014,4857.014,3374.6190000000006
934,8,0,0.2484071700359619,2.0,0.0,1.0,129.0,7.8,17672.089000940327,0.0,3937.684999999999,8074.829999999999,2125.773
934,8,1,0.1325243739751236,2.0,-1.4,1.0,67.0,8.4,17474.872000694268,0.0,2758.3460000000005,9539.202999999996,4951.745999999999
934,8,2,0.1126500911089034,6.0,-1.2,1.0,86.0,7.6,11700.13800120354,0.0,3573.014,4857.014,3374.6190000000006
934,8,3,0.2345195085543214,0.0,-0.8,1.0,119.0,7.6,12971.81100034714,0.0,2114.7920000000004,9689.506000000001,1387.0990000000004
935,8,0,0.1325243739751236,2.0,-1.4,1.0,67.0,8.4,17474.872000694268,0.0,2758.3460000000005,9539.202999999996,4951.745999999999
935,8,1,0.1126500911089034,6.0,-1.2,1.0,86.0,7.6,11700.13800120354,0.0,3573.014,4857.014,3374.6190000000006
935,8,2,0.2345195085543214,0.0,-0.8,1.0,119.0,7.6,12971.81100034714,0.0,2114.7920000000004,9689.506000000001,1387.0990000000004
935,8,3,0.1571500810850656,6.0,-1.2,1.2,129.0,7.8,12881.616999387736,2.0,6282.580000000001,4946.283000000003,5218.006
936,8,0,0.1126500911089034,6.0,-1.2,1.0,86.0,7.6,11700.13800120354,0.0,3573.014,4857.014,3374.6190000000006
936,8,1,0.2345195085543214,0.0,-0.8,1.0,119.0,7.6,12971.81100034714,0.0,2114.7920000000004,9689.506000000001,1387.0990000000004
936,8,2,0.1571500810850656,6.0,-1.2,1.2,129.0,7.8,12881.616999387736,2.0,6282.580000000001,4946.283000000003,5218.006
936,8,3,0.1637443980361231,0.0,-0.6,0.6,102.0,7.6,9073.774998426434,0.0,1403.597,4837.341000000001,2697.003
937,8,0,0.2345195085543214,0.0,-0.8,1.0,119.0,7.6,12971.81100034714,0.0,2114.7920000000004,9689.506000000001,1387.0990000000004
937,8,1,0.1571500810850656,6.0,-1.2,1.2,129.0,7.8,12881.616999387736,2.0,6282.580000000001,4946.283000000003,5218.006
937,8,2,0.1637443980361231,0.0,-0.6,0.6,102.0,7.6,9073.774998426434,0.0,1403.597,4837.341000000001,2697.003
937,8,3,0.1251728890223232,1.0,0.2,1.0,119.0,8.0,14459.533000946032,0.0,4920.684000000002,4343.035000000001,5515.235000000002
938,8,0,0.1571500810850656,6.0,-1.2,1.2,129.0,7.8,12881.616999387736,2.0,6282.580000000001,4946.283000000003,5218.006
938,8,1,0.1637443980361231,0.0,-0.6,0.6,102.0,7.6,9073.774998426434,0.0,1403.597,4837.341000000001,2697.003
938,8,2,0.1251728890223232,1.0,0.2,1.0,119.0,8.0,14459.533000946032,0.0,4920.684000000002,4343.035000000001,5515.235000000002
938,8,3,0.1425403135875643,3.0,-1.2,1.0,141.0,7.8,15638.423000097271,0.0,3721.157000000001,5379.9919999999975,4869.822999999999
939,8,0,0.1637443980361231,0.0,-0.6,0.6,102.0,7.6,9073.774998426434,0.0,1403.597,4837.341000000001,2697.003
939,8,1,0.1251728890223232,1.0,0.2,1.0,119.0,8.0,14459.533000946032,0.0,4920.684000000002,4343.035000000001,5515.235000000002
939,8,2,0.1425403135875643,3.0,-1.2,1.0,141.0,7.8,15638.423000097271,0.0,3721.157000000001,5379.9919999999975,4869.822999999999
939,8,3,0.067549336628284,2.0,-0.8,1.0,65.0,8.0,9363.129999160778,0.0,2628.0550000000003,2216.802000000001,4528.834
940,8,0,0.1251728890223232,1.0,0.2,1.0,119.0,8.0,14459.533000946032,0.0,4920.684000000002,4343.035000000001,5515.235000000002
940,8,1,0.1425403135875643,3.0,-1.2,1.0,141.0,7.8,15638.423000097271,0.0,3721.157000000001,5379.9919999999975,4869.822999999999
940,8,2,0.067549336628284,2.0,-0.8,1.0,65.0,8.0,9363.129999160778,0.0,2628.0550000000003,2216.802000000001,4528.834
940,8,3,0.0910381678849411,0.0,-1.2,1.0,46.0,8.0,10319.06200051308,0.0,2350.0499999999993,2162.576,5635.588
941,8,0,0.1425403135875643,3.0,-1.2,1.0,141.0,7.8,15638.423000097271,0.0,3721.157000000001,5379.9919999999975,4869.822999999999
941,8,1,0.067549336628284,2.0,-0.8,1.0,65.0,8.0,9363.129999160778,0.0,2628.0550000000003,2216.802000000001,4528.834
941,8,2,0.0910381678849411,0.0,-1.2,1.0,46.0,8.0,10319.06200051308,0.0,2350.0499999999993,2162.576,5635.588
941,8,3,0.1219521547065406,0.0,0.0,1.0,110.0,7.6,16311.262001037596,0.0,3281.6319999999996,9529.213,3541.0019999999995
942,8,0,0.067549336628284,2.0,-0.8,1.0,65.0,8.0,9363.129999160778,0.0,2628.0550000000003,2216.802000000001,4528.834
942,8,1,0.0910381678849411,0.0,-1.2,1.0,46.0,8.0,10319.06200051308,0.0,2350.0499999999993,2162.576,5635.588
942,8,2,0.1219521547065406,0.0,0.0,1.0,110.0,7.6,16311.262001037596,0.0,3281.6319999999996,9529.213,3541.0019999999995
